ts_code,live,name,description,price,sell,page_yield,colour,weight,barcode,box_size,short_oem_code,daily_stock,min,max,image_url,oem_code,pack,vow_oem_code,spicers_oem_code,vow_compat_code,spicers_compat_code,brand,manufacturer,product_type,group,category,chip_issue,machine_models,machine_models2,shipping_category_id,available_on
CQ6000A,Yes,Compatible HP Q6000A / Canon 707 Black 2500 Page Yield,"Compatible replacement for HP Q6000A. Page Yield or Volume @ 5% coverage will be approx 2500. This is a Laser Toner. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: Color LaserJet 1600, Color LaserJet 2600n, Color LaserJet 2605, Color LaserJet 2605dn, Color LaserJet 2605dtn, Color LaserJet 2605n, Color LaserJet 2605tn, Color LaserJet CM1015, Color LaserJet CM1017",38.49,19.99,"2,500",Black,0.96,7.86E+11,36.5*12*17,,1.81,22,51,CQ6000A.jpg,Q6000A,1,HPQ6000A,178247,OB00717,925982,Own Brand,HP,Compatible,Laser Toner,Colour,No,"Color LaserJet 1600, Color LaserJet 2600n, Color LaserJet 2605, Color LaserJet 2605dn, Color LaserJet 2605dtn, Color LaserJet 2605n, Color LaserJet 2605tn, Color LaserJet CM1015, Color LaserJet CM1017","Color LaserJet 1600, Color LaserJet 2600n, Color LaserJet 2605, Color LaserJet 2605dn, Color LaserJet 2605dtn, Color LaserJet 2605n, Color LaserJet 2605tn, Color LaserJet CM1015, Color LaserJet CM1017",1,01/01/14
CQ5953A,Yes,Compatible HP Q5953A / Q6463A Magenta 10000 Page Yield,"Compatible replacement for HP Q5953A. Page Yield or Volume @ 5% coverage will be approx 10000. This is a Laser Toner. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: Color LaserJet 4700, Color LaserJet 4700dn, Color LaserJet 4700dtn, Color LaserJet 4700n, Color LaserJet 4700ph",84.69,36.99,"10,000",Magenta,2.24,7.86E+11,36*13*23.5,,0.4,5,11,CQ5953A.jpg,Q5953A,1,HPQ5953A,241214,OB5953A,925985,Own Brand,HP,Compatible,Laser Toner,Colour,No,"Color LaserJet 4700, Color LaserJet 4700dn, Color LaserJet 4700dtn, Color LaserJet 4700n, Color LaserJet 4700ph","Color LaserJet 4700, Color LaserJet 4700dn, Color LaserJet 4700dtn, Color LaserJet 4700n, Color LaserJet 4700ph",1,01/01/14
CQ5952A,Yes,Compatible HP Q5952A / Q6462A Yellow 10000 Page Yield,"Compatible replacement for HP Q5952A. Page Yield or Volume @ 5% coverage will be approx 10000. This is a Laser Toner. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: Color LaserJet 4700, Color LaserJet 4700dn, Color LaserJet 4700dtn, Color LaserJet 4700n, Color LaserJet 4700ph",84.69,36.99,"10,000",Yellow,2.22,7.86E+11,36*13*23.5,,0.42,5,12,CQ5952A.jpg,Q5952A,1,HPQ5952A,241206,OB5952A,925990,Own Brand,HP,Compatible,Laser Toner,Colour,No,"Color LaserJet 4700, Color LaserJet 4700dn, Color LaserJet 4700dtn, Color LaserJet 4700n, Color LaserJet 4700ph","Color LaserJet 4700, Color LaserJet 4700dn, Color LaserJet 4700dtn, Color LaserJet 4700n, Color LaserJet 4700ph",1,01/01/14
CQ5951A,Yes,Compatible HP Q5951A / Q6461A Cyan 10000 Page Yield,"Compatible replacement for HP Q5951A. Page Yield or Volume @ 5% coverage will be approx 10000. This is a Laser Toner. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: Color LaserJet 4700, Color LaserJet 4700dn, Color LaserJet 4700dtn, Color LaserJet 4700n, Color LaserJet 4700ph",84.69,36.99,"10,000",Cyan,2.24,7.86E+11,36*13*23.5,,0.44,5,12,CQ5951A.jpg,Q5951A,1,HPQ5951A,241141,OB5951A,925993,Own Brand,HP,Compatible,Laser Toner,Colour,No,"Color LaserJet 4700, Color LaserJet 4700dn, Color LaserJet 4700dtn, Color LaserJet 4700n, Color LaserJet 4700ph","Color LaserJet 4700, Color LaserJet 4700dn, Color LaserJet 4700dtn, Color LaserJet 4700n, Color LaserJet 4700ph",1,01/01/14
CQ5950A,Yes,Compatible HP Q5950A / Q6460A Black 11000 Page Yield,"Compatible replacement for HP Q5950A. Page Yield or Volume @ 5% coverage will be approx 11000. This is a Laser Toner. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: Color LaserJet 4700, Color LaserJet 4700dn, Color LaserJet 4700dtn, Color LaserJet 4700n, Color LaserJet 4700ph",80.29,36.99,"11,000",Black,2.28,7.86E+11,,,0.49,6,14,CQ5950A.jpg,Q5950A,1,HPQ5950A,241133,OB5950A,926003,Own Brand,HP,Compatible,Laser Toner,Colour,No,"Color LaserJet 4700, Color LaserJet 4700dn, Color LaserJet 4700dtn, Color LaserJet 4700n, Color LaserJet 4700ph","Color LaserJet 4700, Color LaserJet 4700dn, Color LaserJet 4700dtn, Color LaserJet 4700n, Color LaserJet 4700ph",1,01/01/14
CQ3964A,Yes,Compatible HP Q3964A / C9704A Drum 20000 Page Yield,"Compatible replacement for HP Q3964A. Page Yield or Volume @ 5% coverage will be approx 20000. This is a Laser Toner. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: Color LaserJet 2550L, Color LaserJet 2550Ln, Color LaserJet 2550n, Color LaserJet 2820, Color LaserJet 2840, Color LaserJet 3000, Color LaserJet 3000dn, Color LaserJet 3000dtn, Color LaserJet 3000n, Color LaserJet 3600, Color LaserJet 3600dn, Color LaserJet 3600n",98.99,36.67,"20,000",Drum,2.75,7.86E+11,,,0.09,1,3,CQ3964A.jpg,Q3964A,1,HPQ3964A,728246,,,Own Brand,HP,Compatible,Laser Toner,Colour,No,"Color LaserJet 2550L, Color LaserJet 2550Ln, Color LaserJet 2550n, Color LaserJet 2820, Color LaserJet 2840, Color LaserJet 3000, Color LaserJet 3000dn, Color LaserJet 3000dtn, Color LaserJet 3000n, Color LaserJet 3600, Color LaserJet 3600dn, Color LaserJet 3600n","Color LaserJet 2550L, Color LaserJet 2550Ln, Color LaserJet 2550n, Color LaserJet 2820, Color LaserJet 2840, Color LaserJet 3000, Color LaserJet 3000dn, Color LaserJet 3000dtn, Color LaserJet 3000n, Color LaserJet 3600, Color LaserJet 3600dn, Color LaserJet 3600n",1,01/01/14
CQ3963A,Yes,Compatible HP Q3963A / C9703A / Canon 701 Magenta 4000 Page Yield,"Compatible replacement for HP Q3963A. Page Yield or Volume @ 5% coverage will be approx 4000. This is a Laser Toner. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: Color LaserJet 2550L, Color LaserJet 2550Ln, Color LaserJet 2550n, Color LaserJet 2820, Color LaserJet 2840",47.29,19.99,"4,000",Magenta,0.95,7.86E+11,35.5*10*17,,0.16,2,4,CQ3963A.jpg,Q3963A,1,HPQ3963A,728238,OB3963A,,Own Brand,HP,Compatible,Laser Toner,Colour,No,"Color LaserJet 2550L, Color LaserJet 2550Ln, Color LaserJet 2550n, Color LaserJet 2820, Color LaserJet 2840","Color LaserJet 2550L, Color LaserJet 2550Ln, Color LaserJet 2550n, Color LaserJet 2820, Color LaserJet 2840",1,01/01/14
CQ3962A,Yes,Compatible HP Q3962A / C9702 / Canon 701 Yellow 4000 Page Yield,"Compatible replacement for HP Q3962A. Page Yield or Volume @ 5% coverage will be approx 4000. This is a Laser Toner. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: Color LaserJet 2550L, Color LaserJet 2550Ln, Color LaserJet 2550n, Color LaserJet 2820, Color LaserJet 2840",47.29,19.99,"4,000",Yellow,0.95,7.86E+11,35.5*10*17,,0.19,2,5,CQ3962A.jpg,Q3962A,1,HPQ3962A,728211,OB3962A,,Own Brand,HP,Compatible,Laser Toner,Colour,No,"Color LaserJet 2550L, Color LaserJet 2550Ln, Color LaserJet 2550n, Color LaserJet 2820, Color LaserJet 2840","Color LaserJet 2550L, Color LaserJet 2550Ln, Color LaserJet 2550n, Color LaserJet 2820, Color LaserJet 2840",1,01/01/14
CQ3961A,Yes,Compatible HP Q3961A / C9701A / Canon 701 Cyan 4000 Page Yield,"Compatible replacement for HP Q3961A. Page Yield or Volume @ 5% coverage will be approx 4000. This is a Laser Toner. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: Color LaserJet 2550L, Color LaserJet 2550Ln, Color LaserJet 2550n, Color LaserJet 2820, Color LaserJet 2840",47.29,19.99,"4,000",Cyan,0.94,7.86E+11,35.5*10*17,,0.18,2,5,CQ3961A.jpg,Q3961A,1,HPQ3961A,728149,OB3961A,,Own Brand,HP,Compatible,Laser Toner,Colour,No,"Color LaserJet 2550L, Color LaserJet 2550Ln, Color LaserJet 2550n, Color LaserJet 2820, Color LaserJet 2840","Color LaserJet 2550L, Color LaserJet 2550Ln, Color LaserJet 2550n, Color LaserJet 2820, Color LaserJet 2840",1,01/01/14
CQ3960A,Yes,Compatible HP Q3960A / C9700A  / Canon 701 Black 5000 Page Yield,"Compatible replacement for HP Q3960A. Page Yield or Volume @ 5% coverage will be approx 5000. This is a Laser Toner. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: Color LaserJet 2550L, Color LaserJet 2550Ln, Color LaserJet 2550n, Color LaserJet 2820, Color LaserJet 2840",48.39,19.99,"5,000",Black,0.98,7.86E+11,35.5*10*17,,0.28,3,8,CQ3960A.jpg,Q3960A,1,HPQ3960A,727895,OB83360,,Own Brand,HP,Compatible,Laser Toner,Colour,No,"Color LaserJet 2550L, Color LaserJet 2550Ln, Color LaserJet 2550n, Color LaserJet 2820, Color LaserJet 2840","Color LaserJet 2550L, Color LaserJet 2550Ln, Color LaserJet 2550n, Color LaserJet 2820, Color LaserJet 2840",1,01/01/14
CQ2673A,Yes,Compatible HP Q2673A Magenta 4000 Page Yield,"Compatible replacement for HP Q2673A. Page Yield or Volume @ 5% coverage will be approx 4000. This is a Laser Toner. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: Color LaserJet 3550, Color LaserJet 3550n",54.99,30.5,"4,000",Magenta,1.51,7.86E+11,36*13*23.5,,0.05,1,1,CQ2673A.jpg,Q2673A,1,HPQ2673A,214873,OB2673A,927197,Own Brand,HP,Compatible,Laser Toner,Colour,No,"Color LaserJet 3550, Color LaserJet 3550n","Color LaserJet 3550, Color LaserJet 3550n",1,01/01/14
CQ2672A,Yes,Compatible HP Q2672A Yellow 4000 Page Yield,"Compatible replacement for HP Q2672A. Page Yield or Volume @ 5% coverage will be approx 4000. This is a Laser Toner. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: Color LaserJet 3550, Color LaserJet 3550n",54.99,30.5,"4,000",Yellow,1.42,7.86E+11,36*13*23.5,,0.04,0,1,CQ2672A.jpg,Q2672A,1,HPQ2672A,214865,OB2672A,927177,Own Brand,HP,Compatible,Laser Toner,Colour,No,"Color LaserJet 3550, Color LaserJet 3550n","Color LaserJet 3550, Color LaserJet 3550n",1,01/01/14
CQ2671A,Yes,Compatible HP Q2671A Cyan 4000 Page Yield,"Compatible replacement for HP Q2671A. Page Yield or Volume @ 5% coverage will be approx 4000. This is a Laser Toner. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: Color LaserJet 3550, Color LaserJet 3550n",54.99,30.5,"4,000",Cyan,1.44,7.86E+11,36*13*23.5,,0.07,1,2,CQ2671A.jpg,Q2671A,1,HPQ2671A,214857,OB2671A,927147,Own Brand,HP,Compatible,Laser Toner,Colour,No,"Color LaserJet 3550, Color LaserJet 3550n","Color LaserJet 3550, Color LaserJet 3550n",1,01/01/14
CQ2670A,Yes,Compatible HP Q2670A Black 6000 Page Yield,"Compatible replacement for HP Q2670A. Page Yield or Volume @ 5% coverage will be approx 6000. This is a Laser Toner. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: Color LaserJet 3550, Color LaserJet 3550n, Color LaserJet 3700, Color LaserJet 3700dn, Color LaserJet 3700dtn, Color LaserJet 3700n",54.99,31.99,"6,000",Black,1.5,7.86E+11,36*13*23.5,,0.12,1,3,CQ2670A.jpg,Q2670A,1,HPQ2670A,214849,OB00540,924671,Own Brand,HP,Compatible,Laser Toner,Colour,No,"Color LaserJet 3550, Color LaserJet 3550n, Color LaserJet 3700, Color LaserJet 3700dn, Color LaserJet 3700dtn, Color LaserJet 3700n","Color LaserJet 3550, Color LaserJet 3550n, Color LaserJet 3700, Color LaserJet 3700dn, Color LaserJet 3700dtn, Color LaserJet 3700n",1,01/01/14
CQ6005A,Yes,Compatible HP Multi-Pack Q6000  Assorted >2500 each Page Yield,"Compatible replacement for HP Multi-Pack Q6000. Page Yield or Volume @ 5% coverage will be approx >2500 each. This is a Laser Toner. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: Color LaserJet 1600, Color LaserJet 2600n, Color LaserJet 2605, Color LaserJet 2605dn, Color LaserJet 2605dtn, Color LaserJet 2605n, Color LaserJet 2605tn, Color LaserJet CM1015, Color LaserJet CM1017",115.99,75.99,>2500 each,Assorted,,7.86E+11,,,,0,0,CQ6005A.jpg,Q6000,1,,,,,Own Brand,HP Multi-Pack,Compatible,Laser Toner,Colour,No,"Color LaserJet 1600, Color LaserJet 2600n, Color LaserJet 2605, Color LaserJet 2605dn, Color LaserJet 2605dtn, Color LaserJet 2605n, Color LaserJet 2605tn, Color LaserJet CM1015, Color LaserJet CM1017","Color LaserJet 1600, Color LaserJet 2600n, Color LaserJet 2605, Color LaserJet 2605dn, Color LaserJet 2605dtn, Color LaserJet 2605n, Color LaserJet 2605tn, Color LaserJet CM1015, Color LaserJet CM1017",1,01/01/14
CCF210-3A,Yes,Compatible HP Multi-Pack CF210 131X Assorted >2400 each Page Yield,"Compatible replacement for HP Multi-Pack CF210. Page Yield or Volume @ 5% coverage will be approx >2400 each. This is a Laser Toner. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: LaserJet Pro 200 Color M276n, Pro 200 M276NW",125.99,75.99,>2400 each,Assorted,,7.86E+11,,131X,,0,0,CCF210-3A.jpg,CF210,1,,,,,Own Brand,HP Multi-Pack,Compatible,Laser Toner,Colour,No,"LaserJet Pro 200 Color M276n, Pro 200 M276NW","LaserJet Pro 200 Color M276n, Pro 200 M276NW",1,01/01/14
CCE320-3A,Yes,Compatible HP Multi-Pack CE320 128A Assorted >2000 each Page Yield,"Compatible replacement for HP Multi-Pack CE320. Page Yield or Volume @ 5% coverage will be approx >2000 each. This is a Laser Toner. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: Color LaserJet Pro CM1415fn, Color LaserJet Pro CM1415fnw, Color LaserJet Pro CP1525n, Color LaserJet Pro CP1525nw",115.99,54.99,>2000 each,Assorted,,7.86E+11,,128A,,0,0,CCE320-3A.jpg,CE320,1,,,,,Own Brand,HP Multi-Pack,Compatible,Laser Toner,Colour,No,"Color LaserJet Pro CM1415fn, Color LaserJet Pro CM1415fnw, Color LaserJet Pro CP1525n, Color LaserJet Pro CP1525nw","Color LaserJet Pro CM1415fn, Color LaserJet Pro CM1415fnw, Color LaserJet Pro CP1525n, Color LaserJet Pro CP1525nw",1,01/01/14
CCE310-3A,Yes,Compatible HP Multi-Pack CE310 126A Assorted >1200 each Page Yield,"Compatible replacement for HP Multi-Pack CE310. Page Yield or Volume @ 5% coverage will be approx >1200 each. This is a Laser Toner. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: Color LaserJet Pro CP1025, Color LaserJet Pro CP1025nw, LaserJet Pro 100 Color M175a, LaserJet Pro 100 Color M175nw, LaserJet Pro M175A, LaserJet Pro M175nw, TopShot LaserJet Pro M275 MFP",99.99,49.99,>1200 each,Assorted,,7.86E+11,,126A,,0,0,CCE310-3A.jpg,CE310,1,,,,,Own Brand,HP Multi-Pack,Compatible,Laser Toner,Colour,No,"Color LaserJet Pro CP1025, Color LaserJet Pro CP1025nw, LaserJet Pro 100 Color M175a, LaserJet Pro 100 Color M175nw, LaserJet Pro M175A, LaserJet Pro M175nw, TopShot LaserJet Pro M275 MFP","Color LaserJet Pro CP1025, Color LaserJet Pro CP1025nw, LaserJet Pro 100 Color M175a, LaserJet Pro 100 Color M175nw, LaserJet Pro M175A, LaserJet Pro M175nw, TopShot LaserJet Pro M275 MFP",1,01/01/14
CCC530-3A,Yes,Compatible HP Multi-Pack CC530 304A Assorted >3500 each Page Yield,"Compatible replacement for HP Multi-Pack CC530. Page Yield or Volume @ 5% coverage will be approx >3500 each. This is a Laser Toner. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: Color LaserJet CM2320fxi, Color LaserJet CM2320nf, Color LaserJet CP2025, Color LaserJet CP2025dn, Color LaserJet CP2025n",155.99,69.99,>3500 each,Assorted,,7.86E+11,,304A,,0,0,CCC530-3A.jpg,CC530,1,,,,,Own Brand,HP Multi-Pack,Compatible,Laser Toner,Colour,No,"Color LaserJet CM2320fxi, Color LaserJet CM2320nf, Color LaserJet CP2025, Color LaserJet CP2025dn, Color LaserJet CP2025n","Color LaserJet CM2320fxi, Color LaserJet CM2320nf, Color LaserJet CP2025, Color LaserJet CP2025dn, Color LaserJet CP2025n",1,01/01/14
CCE310A,Yes,Compatible HP CE310A 126A / Canon 729 Black 1200 Page Yield,"Compatible replacement for HP CE310A. Page Yield or Volume @ 5% coverage will be approx 1200. This is a Laser Toner. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: Color LaserJet Pro CP1025, Color LaserJet Pro CP1025nw, LaserJet Pro 100 Color M175a, LaserJet Pro 100 Color M175nw, LaserJet Pro M175A, LaserJet Pro M175nw, TopShot LaserJet Pro M275 MFP",32.84,13.99,"1,200",Black,0.4601,7.86E+11,33.5*8.5*13,,1.96,24,55,CCE310A.jpg,CE310A,1,HPCE310A,254901,OBCE310A,934584,Own Brand,HP,Compatible,Laser Toner,Colour,No,"Color LaserJet Pro CP1025, Color LaserJet Pro CP1025nw, LaserJet Pro 100 Color M175a, LaserJet Pro 100 Color M175nw, LaserJet Pro M175A, LaserJet Pro M175nw, TopShot LaserJet Pro M275 MFP","Color LaserJet Pro CP1025, Color LaserJet Pro CP1025nw, LaserJet Pro 100 Color M175a, LaserJet Pro 100 Color M175nw, LaserJet Pro M175A, LaserJet Pro M175nw, TopShot LaserJet Pro M275 MFP",1,01/01/14
CCE250-3A,Yes,Compatible HP Multi-Pack CC250 504X Assorted >10500 each Page Yield,"Compatible replacement for HP Multi-Pack CE250. Page Yield or Volume @ 5% coverage will be approx >10500 each. This is a Laser Toner. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: Color LaserJet CM3530, Color LaserJet CM3530fs, Color LaserJet CP3525dn, Color LaserJet CP3525n, Color LaserJet CP3525x",235.99,145.99,>10500 each,Assorted,,7.86E+11,,504X,,0,0,CCE250-3A.jpg,CE250,1,,,,,Own Brand,HP Multi-Pack,Compatible,Laser Toner,Colour,No,"Color LaserJet CM3530, Color LaserJet CM3530fs, Color LaserJet CP3525dn, Color LaserJet CP3525n, Color LaserJet CP3525x","Color LaserJet CM3530, Color LaserJet CM3530fs, Color LaserJet CP3525dn, Color LaserJet CP3525n, Color LaserJet CP3525x",1,01/01/14
CCB540-3A,Yes,Compatible HP Multi-Pack CB540 125A Assorted >2200 each Page Yield,"Compatible replacement for HP Multi-Pack CB540. Page Yield or Volume @ 5% coverage will be approx >2200 each. This is a Laser Toner. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: Color LaserJet CM1312, Color LaserJet CM1312nfi, CP1510 series, LaserJet CP1215, LaserJet CP1515n, LaserJet CP1518ni",135.99,59.99,>2200 each,Assorted,,7.86E+11,,125A,,0,0,CCB540-3A.jpg,CB540,1,,,,,Own Brand,HP Multi-Pack,Compatible,Laser Toner,Colour,No,"Color LaserJet CM1312, Color LaserJet CM1312nfi, CP1510 series, LaserJet CP1215, LaserJet CP1515n, LaserJet CP1518ni","Color LaserJet CM1312, Color LaserJet CM1312nfi, CP1510 series, LaserJet CP1215, LaserJet CP1515n, LaserJet CP1518ni",1,01/01/14
C1320C,Yes,Compatible Dell 593-10259 1320 Cyan 2000 Page Yield,Compatible replacement for Dell 593-10259. Page Yield or Volume @ 5% coverage will be approx 2000. This is a Laser Toner. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: 1320c,35.99,7.83,"2,000",Cyan,0.1351,7.86E+11,,1320,0.4,5,11,C1320C.jpg,593-10259,1,DEL00019,233832,,249242,Own Brand,Dell,Compatible,Laser Toner,Colour,No,1320c,1320c,1,01/01/14
C1320K,Yes,Compatible Dell 593-10258 1320 Black 2000 Page Yield,Compatible replacement for Dell 593-10258. Page Yield or Volume @ 5% coverage will be approx 2000. This is a Laser Toner. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: 1320c,35.99,7.83,"2,000",Black,0.1351,7.86E+11,,1320,0.63,8,18,C1320K.jpg,593-10258,1,DEL00018,233865,,249234,Own Brand,Dell,Compatible,Laser Toner,Colour,No,1320c,1320c,1,01/01/14
C2643B002,Yes,Compatible Canon 2643B002AA 723 Cyan 8500 Page Yield,Compatible replacement for Canon 2643B002AA. Page Yield or Volume @ 5% coverage will be approx 8500. This is a Laser Toner. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: i-Sensys LBP-7750CDN,95.99,38.99,"8,500",Cyan,2.5,7.86E+11,,723,0.02,0,1,C2643B002.jpg,2643B002AA,1,CO57205,238161,,,Own Brand,Canon,Compatible,Laser Toner,Colour,No,i-Sensys LBP-7750CDN,i-Sensys LBP-7750CDN,1,01/01/14
C2642B002,Yes,Compatible Canon 2642B002AA 723 Magenta 8500 Page Yield,Compatible replacement for Canon 2642B002AA. Page Yield or Volume @ 5% coverage will be approx 8500. This is a Laser Toner. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: i-Sensys LBP-7750CDN,95.99,38.99,"8,500",Magenta,2.5,7.86E+11,,723,0.02,0,1,C2642B002.jpg,2642B002AA,1,CO57203,237985,,,Own Brand,Canon,Compatible,Laser Toner,Colour,No,i-Sensys LBP-7750CDN,i-Sensys LBP-7750CDN,1,01/01/14
CCF383A,Yes,Compatible HP CF383A / 312A Magenta 2700 Page Yield,"Compatible replacement for HP CF383A. Page Yield or Volume @ 5% coverage will be approx 2700. This is a Laser Toner. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: LaserJet Pro M476dn, M476dw, M476nw",55.89,25.99,"2,700",Magenta,0.884,7.86E+11,35*11*13,312A,1.35,16,38,CCF383A.jpg,CF383A,1,HPCF383A,113893,,,Own Brand,HP,Compatible,Laser Toner,Colour,No,"LaserJet Pro M476dn, M476dw, M476nw","LaserJet Pro M476dn, M476dw, M476nw",1,01/01/14
CCF382A,Yes,Compatible HP CF382A / 312A Yellow 2700 Page Yield,"Compatible replacement for HP CF382A. Page Yield or Volume @ 5% coverage will be approx 2700. This is a Laser Toner. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: LaserJet Pro M476dn, M476dw, M476nw",55.89,25.99,"2,700",Yellow,0.876,7.86E+11,35*11*13,312A,1.26,15,35,CCF382A.jpg,CF382A,1,HPCF382A,113895,,,Own Brand,HP,Compatible,Laser Toner,Colour,No,"LaserJet Pro M476dn, M476dw, M476nw","LaserJet Pro M476dn, M476dw, M476nw",1,01/01/14
CCF381A,Yes,Compatible HP CF381A / 312A Cyan 2700 Page Yield,"Compatible replacement for HP CF381A. Page Yield or Volume @ 5% coverage will be approx 2700. This is a Laser Toner. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: LaserJet Pro M476dn, M476dw, M476nw",55.89,25.99,"2,700",Cyan,0.878,7.86E+11,35*11*13,312A,1.3,16,36,CCF381A.jpg,CF381A,1,HPCF381A,113892,,,Own Brand,HP,Compatible,Laser Toner,Colour,No,"LaserJet Pro M476dn, M476dw, M476nw","LaserJet Pro M476dn, M476dw, M476nw",1,01/01/14
CCF380X,Yes,Compatible HP CF380X / 312A  Black 4400 Page Yield,"Compatible replacement for HP CF380X. Page Yield or Volume @ 5% coverage will be approx 4400. This is a Laser Toner. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: LaserJet Pro M476dn, M476dw, M476nw",55.89,23.99,"4,400",Black,0.916,7.86E+11,35*11*13,312A,2.12,25,59,CCF380X.jpg,CF380X,1,HPCF380X,113896,,,Own Brand,HP,Compatible,Laser Toner,Colour,No,"LaserJet Pro M476dn, M476dw, M476nw","LaserJet Pro M476dn, M476dw, M476nw",1,01/01/14
